(347.0, -184.0)
(347.0, -223.0)
(299.0, -177.0)
(297.0, -209.0)
(253.0, -167.0)
(249.0, -203.0)
(197.0, -171.0)
(209.0, -216.0)
(157.0, -204.0)
(172.0, -243.0)
(120.0, -227.0)
(131.0, -260.0)
(69.0, -239.0)
(72.0, -287.0)
(27.0, -244.0)
(17.0, -292.0)
(-28.0, -241.0)
(-42.0, -280.0)
(-78.0, -226.0)
(-101.0, -260.0)
(-137.0, -206.0)
(-152.0, -248.0)
(-169.0, -198.0)
(-191.0, -227.0)
(-207.0, -179.0)
(-234.0, -212.0)
(-256.0, -169.0)
(-286.0, -195.0)
(-311.0, -147.0)
(-334.0, -183.0)
(-360.0, -144.0)
(-362.0, -188.0)
(-406.0, -168.0)
(-398.0, -211.0)
(-446.0, -197.0)
(-430.0, -245.0)
(-487.0, -233.0)
(-468.0, -279.0)
(-517.0, -250.0)
(-522.0, -292.0)
(-549.0, -231.0)
(-580.0, -252.0)
(-570.0, -191.0)
(-617.0, -193.0)
(-585.0, -154.0)
(-632.0, -149.0)
(-599.0, -97.0)
(-640.0, -83.0)
(-593.0, -49.0)
(-645.0, -27.0)
(-594.0, 3.0)
(-643.0, 30.0)
(-589.0, 50.0)
(-639.0, 82.0)
(-582.0, 103.0)
(-623.0, 124.0)
(-563.0, 145.0)
(-616.0, 172.0)
(-560.0, 199.0)
(-610.0, 214.0)
(-555.0, 236.0)
(-593.0, 265.0)
(-531.0, 259.0)
(-553.0, 303.0)
(-509.0, 267.0)
(-507.0, 317.0)
(-482.0, 275.0)
(-453.0, 320.0)
(-437.0, 276.0)
(-389.0, 305.0)
(-417.0, 250.0)
(-366.0, 251.0)
(-409.0, 218.0)
(-361.0, 211.0)
(-421.0, 180.0)
(-375.0, 164.0)
(-440.0, 148.0)
(-398.0, 112.0)
(-466.0, 92.0)
(-426.0, 72.0)
(-476.0, 47.0)
(-431.0, 31.0)
(-485.0, -3.0)
(-438.0, -9.0)
(-471.0, -56.0)
(-426.0, -30.0)
(-417.0, -80.0)
(-386.0, -37.0)
(-358.0, -77.0)
(-325.0, -32.0)
(-294.0, -71.0)
(-268.0, -30.0)
(-240.0, -71.0)
(-197.0, -33.0)
(-176.0, -75.0)
(-142.0, -38.0)
(-122.0, -72.0)
(-91.0, -32.0)
(-65.0, -68.0)
(-40.0, -25.0)
(11.0, -62.0)
(1.0, -9.0)
(54.0, -31.0)
(20.0, 29.0)
(74.0, 48.0)
(8.0, 74.0)
(38.0, 119.0)
(-35.0, 116.0)
(-27.0, 168.0)
(-97.0, 173.0)
(-52.0, 211.0)
(-107.0, 227.0)
(-49.0, 241.0)
(-61.0, 286.0)
(-4.0, 264.0)
(8.0, 311.0)
(48.0, 273.0)
(94.0, 313.0)
(119.0, 272.0)
(154.0, 311.0)
(173.0, 264.0)
(212.0, 289.0)
(193.0, 240.0)
(227.0, 234.0)
(195.0, 199.0)
(244.0, 188.0)
(203.0, 150.0)
(254.0, 152.0)
(234.0, 105.0)
(289.0, 135.0)
(302.0, 83.0)
(328.0, 146.0)
(359.0, 116.0)
(352.0, 176.0)
(405.0, 159.0)
(396.0, 214.0)
(453.0, 183.0)
(477.0, 224.0)
(488.0, 168.0)
(531.0, 194.0)
(517.0, 140.0)
(562.0, 147.0)
(535.0, 101.0)
(583.0, 99.0)
(546.0, 56.0)
(601.0, 52.0)
(554.0, 11.0)
(606.0, -7.0)
(549.0, -27.0)
(597.0, -49.0)
(539.0, -73.0)
(590.0, -97.0)
(541.0, -115.0)
(582.0, -132.0)
(540.0, -152.0)
(578.0, -178.0)
(521.0, -178.0)
(547.0, -214.0)
(492.0, -178.0)
(486.0, -223.0)
(441.0, -176.0)
(439.0, -224.0)
