(347.0, -184.0)
(346.0, -224.0)
(299.0, -177.0)
(298.0, -210.0)
(255.0, -170.0)
(251.0, -202.0)
(218.0, -165.0)
(213.0, -203.0)
(183.0, -165.0)
(182.0, -203.0)
(138.0, -161.0)
(138.0, -204.0)
(101.0, -161.0)
(98.0, -203.0)
(62.0, -158.0)
(55.0, -200.0)
(17.0, -156.0)
(11.0, -199.0)
(-21.0, -154.0)
(-28.0, -198.0)
(-66.0, -158.0)
(-70.0, -197.0)
(-106.0, -159.0)
(-99.0, -202.0)
(-136.0, -166.0)
(-132.0, -205.0)
(-176.0, -173.0)
(-168.0, -213.0)
(-212.0, -193.0)
(-206.0, -237.0)
(-255.0, -218.0)
(-237.0, -257.0)
(-279.0, -244.0)
(-254.0, -282.0)
(-306.0, -262.0)
(-281.0, -305.0)
(-337.0, -274.0)
(-332.0, -318.0)
(-374.0, -283.0)
(-380.0, -322.0)
(-414.0, -279.0)
(-440.0, -310.0)
(-452.0, -269.0)
(-483.0, -297.0)
(-492.0, -251.0)
(-521.0, -275.0)
(-513.0, -228.0)
(-547.0, -259.0)
(-534.0, -203.0)
(-584.0, -225.0)
(-541.0, -174.0)
(-596.0, -167.0)
(-545.0, -139.0)
(-603.0, -126.0)
(-545.0, -105.0)
(-588.0, -76.0)
(-530.0, -59.0)
(-579.0, -35.0)
(-512.0, -17.0)
(-570.0, 10.0)
(-497.0, 23.0)
(-552.0, 54.0)
(-485.0, 66.0)
(-543.0, 93.0)
(-476.0, 101.0)
(-534.0, 123.0)
(-476.0, 135.0)
(-536.0, 161.0)
(-472.0, 181.0)
(-536.0, 189.0)
(-469.0, 214.0)
(-527.0, 238.0)
(-455.0, 240.0)
(-495.0, 275.0)
(-427.0, 249.0)
(-441.0, 298.0)
(-403.0, 244.0)
(-376.0, 292.0)
(-383.0, 231.0)
(-343.0, 271.0)
(-367.0, 207.0)
(-315.0, 236.0)
(-348.0, 179.0)
(-299.0, 195.0)
(-331.0, 153.0)
(-285.0, 169.0)
(-316.0, 116.0)
(-275.0, 135.0)
(-301.0, 85.0)
(-261.0, 104.0)
(-289.0, 56.0)
(-247.0, 80.0)
(-269.0, 29.0)
(-233.0, 60.0)
(-248.0, 12.0)
(-210.0, 46.0)
(-217.0, -6.0)
(-186.0, 31.0)
(-187.0, -22.0)
(-164.0, 20.0)
(-156.0, -27.0)
(-140.0, 21.0)
(-122.0, -24.0)
(-114.0, 33.0)
(-76.0, -20.0)
(-85.0, 46.0)
(-38.0, -4.0)
(-73.0, 63.0)
(-15.0, 56.0)
(-34.0, 103.0)
(-98.0, 92.0)
(-75.0, 134.0)
(-143.0, 131.0)
(-105.0, 169.0)
(-160.0, 173.0)
(-105.0, 195.0)
(-164.0, 221.0)
(-97.0, 226.0)
(-133.0, 267.0)
(-73.0, 241.0)
(-74.0, 289.0)
(-37.0, 259.0)
(-31.0, 308.0)
(4.0, 264.0)
(21.0, 314.0)
(39.0, 267.0)
(61.0, 312.0)
(75.0, 270.0)
(94.0, 311.0)
(102.0, 267.0)
(130.0, 308.0)
(133.0, 261.0)
(165.0, 304.0)
(148.0, 244.0)
(197.0, 260.0)
(150.0, 220.0)
(205.0, 214.0)
(150.0, 191.0)
(201.0, 175.0)
(137.0, 166.0)
(194.0, 140.0)
(132.0, 118.0)
(194.0, 113.0)
(145.0, 77.0)
(203.0, 82.0)
(170.0, 42.0)
(223.0, 56.0)
(202.0, 7.0)
(246.0, 35.0)
(241.0, -12.0)
(278.0, 21.0)
(276.0, -26.0)
(315.0, 7.0)
(314.0, -39.0)
(351.0, -3.0)
(356.0, -51.0)
(395.0, -13.0)
(403.0, -63.0)
(435.0, -22.0)
(437.0, -73.0)
(468.0, -31.0)
(469.0, -81.0)
(505.0, -41.0)
(499.0, -91.0)
(539.0, -63.0)
(521.0, -109.0)
(569.0, -106.0)
(520.0, -132.0)
(567.0, -147.0)
(517.0, -159.0)
(551.0, -191.0)
(502.0, -173.0)
(518.0, -216.0)
(469.0, -182.0)
(472.0, -226.0)
(440.0, -189.0)
(443.0, -226.0)
