(404.0, -146.0)
(405.0, -269.0)
(381.0, -143.0)
(381.0, -265.0)
(357.0, -141.0)
(357.0, -265.0)
(336.0, -137.0)
(329.0, -262.0)
(315.0, -134.0)
(305.0, -257.0)
(294.0, -132.0)
(277.0, -255.0)
(274.0, -132.0)
(249.0, -254.0)
(256.0, -131.0)
(224.0, -262.0)
(238.0, -130.0)
(205.0, -278.0)
(213.0, -133.0)
(188.0, -290.0)
(193.0, -137.0)
(167.0, -302.0)
(174.0, -146.0)
(144.0, -311.0)
(156.0, -155.0)
(120.0, -321.0)
(139.0, -166.0)
(92.0, -329.0)
(121.0, -183.0)
(63.0, -331.0)
(103.0, -191.0)
(36.0, -333.0)
(103.0, -191.0)
(6.0, -332.0)
(81.0, -201.0)
(-25.0, -331.0)
(60.0, -205.0)
(-47.0, -326.0)
(39.0, -207.0)
(-70.0, -322.0)
(17.0, -208.0)
(-92.0, -313.0)
(-7.0, -206.0)
(-114.0, -306.0)
(-30.0, -202.0)
(-141.0, -296.0)
(-55.0, -194.0)
(-167.0, -284.0)
(-77.0, -187.0)
(-193.0, -276.0)
(-98.0, -178.0)
(-221.0, -265.0)
(-121.0, -167.0)
(-243.0, -253.0)
(-145.0, -158.0)
(-264.0, -248.0)
(-169.0, -149.0)
(-295.0, -241.0)
(-194.0, -141.0)
(-322.0, -233.0)
(-214.0, -134.0)
(-341.0, -231.0)
(-238.0, -126.0)
(-360.0, -235.0)
(-261.0, -120.0)
(-371.0, -250.0)
(-281.0, -118.0)
(-297.0, -116.0)
(-398.0, -283.0)
(-312.0, -114.0)
(-412.0, -301.0)
(-326.0, -114.0)
(-432.0, -317.0)
(-340.0, -114.0)
(-450.0, -329.0)
(-354.0, -115.0)
(-473.0, -338.0)
(-370.0, -115.0)
(-500.0, -342.0)
(-384.0, -115.0)
(-531.0, -338.0)
(-398.0, -117.0)
(-559.0, -336.0)
(-412.0, -122.0)
(-581.0, -326.0)
(-432.0, -132.0)
(-599.0, -311.0)
(-450.0, -144.0)
(-615.0, -291.0)
(-466.0, -159.0)
(-634.0, -270.0)
(-480.0, -177.0)
(-647.0, -248.0)
(-495.0, -195.0)
(-655.0, -219.0)
(-505.0, -215.0)
(-664.0, -196.0)
(-515.0, -216.0)
(-669.0, -167.0)
(-528.0, -201.0)
(-674.0, -137.0)
(-535.0, -185.0)
(-674.0, -109.0)
(-544.0, -161.0)
(-674.0, -82.0)
(-546.0, -133.0)
(-672.0, -54.0)
(-549.0, -108.0)
(-673.0, -24.0)
(-550.0, -75.0)
(-673.0, 8.0)
(-549.0, -48.0)
(-674.0, 36.0)
(-550.0, -18.0)
(-674.0, 66.0)
(-554.0, 5.0)
(-670.0, 93.0)
(-555.0, 30.0)
(-664.0, 116.0)
(-551.0, 55.0)
(-655.0, 134.0)
(-548.0, 74.0)
(-651.0, 163.0)
(-538.0, 92.0)
(-650.0, 189.0)
(-532.0, 112.0)
(-645.0, 216.0)
(-529.0, 137.0)
(-640.0, 243.0)
(-528.0, 161.0)
(-638.0, 264.0)
(-523.0, 186.0)
(-624.0, 289.0)
(-521.0, 210.0)
(-609.0, 309.0)
(-513.0, 224.0)
(-587.0, 328.0)
(-489.0, 232.0)
(-560.0, 341.0)
(-463.0, 235.0)
(-532.0, 350.0)
(-444.0, 233.0)
(-505.0, 357.0)
(-441.0, 215.0)
(-480.0, 360.0)
(-448.0, 195.0)
(-449.0, 360.0)
(-462.0, 172.0)
(-419.0, 360.0)
(-472.0, 155.0)
(-392.0, 351.0)
(-486.0, 138.0)
(-371.0, 338.0)
(-494.0, 117.0)
(-355.0, 322.0)
(-506.0, 97.0)
(-341.0, 307.0)
(-508.0, 77.0)
(-329.0, 286.0)
(-512.0, 45.0)
(-324.0, 263.0)
(-519.0, 22.0)
(-320.0, 240.0)
(-521.0, -0.0)
(-318.0, 216.0)
(-523.0, -23.0)
(-319.0, 190.0)
(-522.0, -47.0)
(-325.0, 172.0)
(-514.0, -66.0)
(-332.0, 150.0)
(-506.0, -83.0)
(-340.0, 132.0)
(-489.0, -98.0)
(-348.0, 112.0)
(-469.0, -112.0)
(-366.0, 84.0)
