(402.0, -148.0)
(381.0, -262.0)
(384.0, -147.0)
(360.0, -261.0)
(366.0, -146.0)
(340.0, -260.0)
(355.0, -144.0)
(317.0, -257.0)
(342.0, -141.0)
(295.0, -253.0)
(327.0, -137.0)
(271.0, -250.0)
(310.0, -136.0)
(247.0, -250.0)
(289.0, -134.0)
(217.0, -247.0)
(272.0, -135.0)
(195.0, -246.0)
(256.0, -134.0)
(172.0, -246.0)
(241.0, -132.0)
(140.0, -245.0)
(225.0, -130.0)
(109.0, -241.0)
(207.0, -130.0)
(80.0, -238.0)
(192.0, -131.0)
(50.0, -241.0)
(177.0, -130.0)
(22.0, -240.0)
(162.0, -131.0)
(-1.0, -240.0)
(148.0, -128.0)
(-25.0, -236.0)
(132.0, -124.0)
(-42.0, -234.0)
(116.0, -122.0)
(-71.0, -239.0)
(98.0, -122.0)
(-101.0, -244.0)
(82.0, -122.0)
(-129.0, -249.0)
(66.0, -120.0)
(-150.0, -257.0)
(50.0, -121.0)
(-165.0, -272.0)
(35.0, -123.0)
(-184.0, -290.0)
(19.0, -124.0)
(-205.0, -302.0)
(4.0, -124.0)
(-220.0, -316.0)
(-5.0, -119.0)
(-235.0, -334.0)
(-24.0, -114.0)
(-253.0, -345.0)
(-44.0, -114.0)
(-282.0, -354.0)
(-60.0, -115.0)
(-305.0, -360.0)
(-75.0, -118.0)
(-326.0, -364.0)
(-91.0, -122.0)
(-348.0, -370.0)
(-107.0, -126.0)
(-375.0, -369.0)
(-120.0, -127.0)
(-400.0, -367.0)
(-132.0, -129.0)
(-424.0, -364.0)
(-149.0, -131.0)
(-445.0, -357.0)
(-169.0, -132.0)
(-468.0, -354.0)
(-183.0, -133.0)
(-486.0, -346.0)
(-195.0, -140.0)
(-505.0, -338.0)
(-210.0, -146.0)
(-525.0, -330.0)
(-225.0, -152.0)
(-545.0, -321.0)
(-240.0, -159.0)
(-565.0, -312.0)
(-251.0, -165.0)
(-580.0, -300.0)
(-265.0, -175.0)
(-604.0, -285.0)
(-279.0, -183.0)
(-617.0, -268.0)
(-290.0, -192.0)
(-634.0, -250.0)
(-296.0, -203.0)
(-647.0, -225.0)
(-304.0, -212.0)
(-656.0, -203.0)
(-316.0, -221.0)
(-657.0, -184.0)
(-325.0, -227.0)
(-659.0, -160.0)
(-335.0, -235.0)
(-659.0, -139.0)
(-344.0, -242.0)
(-656.0, -119.0)
(-352.0, -250.0)
(-653.0, -92.0)
(-363.0, -253.0)
(-646.0, -74.0)
(-377.0, -252.0)
(-643.0, -58.0)
(-389.0, -249.0)
(-637.0, -41.0)
(-402.0, -246.0)
(-628.0, -24.0)
(-417.0, -239.0)
(-625.0, -4.0)
(-431.0, -235.0)
(-619.0, 9.0)
(-442.0, -231.0)
(-612.0, 31.0)
(-451.0, -226.0)
(-601.0, 41.0)
(-465.0, -219.0)
(-593.0, 64.0)
(-477.0, -212.0)
(-588.0, 78.0)
(-488.0, -204.0)
(-585.0, 106.0)
(-494.0, -197.0)
(-581.0, 128.0)
(-499.0, -178.0)
(-581.0, 148.0)
(-500.0, -165.0)
(-580.0, 173.0)
(-502.0, -154.0)
(-584.0, 194.0)
(-502.0, -138.0)
(-584.0, 221.0)
(-500.0, -123.0)
(-581.0, 242.0)
(-494.0, -108.0)
(-573.0, 257.0)
(-490.0, -94.0)
(-561.0, 267.0)
(-487.0, -78.0)
(-551.0, 279.0)
(-481.0, -64.0)
(-535.0, 291.0)
(-473.0, -45.0)
(-518.0, 302.0)
(-470.0, -30.0)
(-498.0, 311.0)
(-463.0, -14.0)
(-479.0, 321.0)
(-455.0, -2.0)
(-455.0, 326.0)
(-449.0, 13.0)
(-430.0, 326.0)
(-441.0, 34.0)
(-406.0, 328.0)
(-435.0, 54.0)
(-387.0, 325.0)
(-431.0, 69.0)
(-367.0, 322.0)
(-430.0, 90.0)
(-348.0, 315.0)
(-426.0, 107.0)
(-332.0, 300.0)
(-424.0, 126.0)
(-313.0, 289.0)
(-424.0, 142.0)
(-301.0, 280.0)
(-424.0, 161.0)
(-286.0, 269.0)
(-424.0, 177.0)
(-269.0, 254.0)
(-427.0, 195.0)
(-255.0, 240.0)
(-427.0, 207.0)
(-250.0, 222.0)
(-414.0, 199.0)
(-246.0, 210.0)
(-404.0, 189.0)
(-242.0, 199.0)
(-396.0, 174.0)
(-241.0, 180.0)
(-393.0, 156.0)
(-229.0, 166.0)
(-389.0, 140.0)
(-222.0, 152.0)
(-379.0, 127.0)
(-215.0, 138.0)
(-370.0, 110.0)
(-212.0, 122.0)
(-366.0, 92.0)
(-206.0, 105.0)
(-360.0, 71.0)
(-198.0, 93.0)
(-350.0, 56.0)
(-185.0, 77.0)
(-337.0, 39.0)
(-169.0, 65.0)
(-330.0, 26.0)
(-156.0, 52.0)
(-315.0, 11.0)
(-147.0, 49.0)
(-300.0, -2.0)
(-128.0, 53.0)
(-283.0, -16.0)
(-141.0, 65.0)
(-265.0, -30.0)
(-164.0, 82.0)
(-247.0, -44.0)
(-182.0, 100.0)
(-230.0, -53.0)
(-198.0, 121.0)
(-212.0, -64.0)
(-210.0, 148.0)
(-191.0, -69.0)
(-211.0, 173.0)
(-163.0, -68.0)
(-212.0, 200.0)
(-136.0, -68.0)
(-209.0, 218.0)
(-112.0, -67.0)
(-200.0, 240.0)
(-91.0, -62.0)
(-187.0, 264.0)
(-70.0, -56.0)
(-171.0, 280.0)
(-42.0, -49.0)
(-154.0, 296.0)
(-21.0, -36.0)
(-135.0, 310.0)
(2.0, -22.0)
(-115.0, 316.0)
(22.0, -6.0)
(-94.0, 322.0)
(36.0, 15.0)
(-70.0, 331.0)
(46.0, 33.0)
(-44.0, 339.0)
(45.0, 54.0)
(-18.0, 346.0)
(40.0, 73.0)
(10.0, 349.0)
(31.0, 92.0)
(30.0, 349.0)
(20.0, 107.0)
(60.0, 351.0)
(7.0, 122.0)
(79.0, 347.0)
(-9.0, 135.0)
(102.0, 347.0)
(-28.0, 145.0)
(123.0, 343.0)
(-43.0, 158.0)
(143.0, 342.0)
(-55.0, 170.0)
(169.0, 341.0)
(-55.0, 190.0)
(193.0, 332.0)
(-48.0, 206.0)
(214.0, 315.0)
(-30.0, 214.0)
(240.0, 300.0)
(-9.0, 222.0)
(257.0, 280.0)
(15.0, 228.0)
(267.0, 264.0)
(33.0, 234.0)
(269.0, 242.0)
(53.0, 234.0)
(270.0, 218.0)
(71.0, 234.0)
(269.0, 198.0)
(89.0, 233.0)
(260.0, 172.0)
(108.0, 229.0)
(255.0, 150.0)
(112.0, 213.0)
(246.0, 128.0)
(106.0, 192.0)
(249.0, 108.0)
(100.0, 177.0)
(257.0, 86.0)
(92.0, 161.0)
(266.0, 68.0)
