(381.0, -144.0)
(383.0, -262.0)
(354.0, -140.0)
(351.0, -263.0)
(322.0, -138.0)
(322.0, -263.0)
(292.0, -140.0)
(294.0, -279.0)
(267.0, -150.0)
(268.0, -294.0)
(239.0, -170.0)
(243.0, -312.0)
(208.0, -190.0)
(213.0, -327.0)
(185.0, -204.0)
(174.0, -338.0)
(161.0, -216.0)
(139.0, -346.0)
(156.0, -184.0)
(106.0, -338.0)
(165.0, -156.0)
(77.0, -318.0)
(177.0, -132.0)
(57.0, -286.0)
(200.0, -125.0)
(48.0, -256.0)
(237.0, -122.0)
(43.0, -223.0)
(267.0, -123.0)
(44.0, -191.0)
(300.0, -123.0)
(46.0, -154.0)
(332.0, -122.0)
(54.0, -123.0)
(367.0, -112.0)
(66.0, -98.0)
(389.0, -90.0)
(88.0, -68.0)
(417.0, -69.0)
(105.0, -49.0)
(429.0, -41.0)
(124.0, -31.0)
(443.0, -12.0)
(145.0, -15.0)
(445.0, 21.0)
(172.0, -10.0)
(440.0, 51.0)
(208.0, -6.0)
(426.0, 77.0)
(240.0, -3.0)
(412.0, 100.0)
(273.0, -2.0)
(390.0, 124.0)
(301.0, -0.0)
(365.0, 136.0)
(322.0, 5.0)
(342.0, 144.0)
(318.0, 24.0)
(317.0, 152.0)
(293.0, 35.0)
(291.0, 156.0)
(259.0, 38.0)
(255.0, 161.0)
(224.0, 41.0)
(226.0, 160.0)
(192.0, 41.0)
(194.0, 163.0)
(159.0, 37.0)
(167.0, 160.0)
(133.0, 28.0)
(144.0, 157.0)
(111.0, 12.0)
(115.0, 148.0)
(101.0, -16.0)
(82.0, 135.0)
(94.0, -40.0)
(56.0, 121.0)
(86.0, -62.0)
(31.0, 104.0)
(72.0, -83.0)
(18.0, 82.0)
(57.0, -108.0)
(7.0, 61.0)
(42.0, -137.0)
(-3.0, 37.0)
(38.0, -165.0)
(-13.0, 9.0)
(34.0, -196.0)
(-20.0, -17.0)
(31.0, -222.0)
(-36.0, -42.0)
(26.0, -246.0)
(-50.0, -62.0)
(19.0, -270.0)
(-62.0, -84.0)
(9.0, -290.0)
(-70.0, -113.0)
(-5.0, -309.0)
(-75.0, -137.0)
(-25.0, -329.0)
(-80.0, -164.0)
(-47.0, -340.0)
(-86.0, -191.0)
(-66.0, -350.0)
(-92.0, -215.0)
(-94.0, -357.0)
(-108.0, -234.0)
(-132.0, -361.0)
(-135.0, -237.0)
(-168.0, -356.0)
(-157.0, -229.0)
(-206.0, -341.0)
(-182.0, -212.0)
(-241.0, -323.0)
(-196.0, -191.0)
(-269.0, -292.0)
(-209.0, -165.0)
(-289.0, -261.0)
(-224.0, -133.0)
(-307.0, -228.0)
(-228.0, -101.0)
(-325.0, -197.0)
(-240.0, -71.0)
(-341.0, -160.0)
(-252.0, -38.0)
(-348.0, -126.0)
(-266.0, -14.0)
(-358.0, -93.0)
(-287.0, 5.0)
(-370.0, -116.0)
(-313.0, 20.0)
(-370.0, -136.0)
(-336.0, 23.0)
(-371.0, -160.0)
(-360.0, 24.0)
(-372.0, -186.0)
(-386.0, 25.0)
(-372.0, -210.0)
(-413.0, 16.0)
(-374.0, -239.0)
(-435.0, 5.0)
(-379.0, -261.0)
(-451.0, -16.0)
(-385.0, -282.0)
(-463.0, -39.0)
(-392.0, -303.0)
(-477.0, -63.0)
(-403.0, -322.0)
(-482.0, -90.0)
(-422.0, -339.0)
(-486.0, -112.0)
(-447.0, -350.0)
(-489.0, -135.0)
(-470.0, -355.0)
(-489.0, -163.0)
(-496.0, -355.0)
(-492.0, -185.0)
(-530.0, -356.0)
(-492.0, -208.0)
(-556.0, -345.0)
(-495.0, -237.0)
(-580.0, -326.0)
(-504.0, -213.0)
(-597.0, -297.0)
(-505.0, -186.0)
(-607.0, -272.0)
(-504.0, -154.0)
(-611.0, -238.0)
(-502.0, -127.0)
(-621.0, -207.0)
(-503.0, -98.0)
(-619.0, -172.0)
(-501.0, -72.0)
(-621.0, -140.0)
(-498.0, -45.0)
(-622.0, -103.0)
(-497.0, -18.0)
(-621.0, -74.0)
(-497.0, 11.0)
(-617.0, -43.0)
(-495.0, 37.0)
(-615.0, -8.0)
(-496.0, 61.0)
(-617.0, 21.0)
(-504.0, 90.0)
(-618.0, 50.0)
(-504.0, 121.0)
(-618.0, 83.0)
(-503.0, 156.0)
(-618.0, 114.0)
(-499.0, 190.0)
(-621.0, 154.0)
(-468.0, 201.0)
(-619.0, 181.0)
(-441.0, 210.0)
(-618.0, 208.0)
(-412.0, 217.0)
(-617.0, 235.0)
(-379.0, 217.0)
(-610.0, 265.0)
(-406.0, 215.0)
(-591.0, 287.0)
(-435.0, 209.0)
(-562.0, 297.0)
(-462.0, 197.0)
(-536.0, 303.0)
(-479.0, 180.0)
(-500.0, 312.0)
(-490.0, 154.0)
(-468.0, 320.0)
(-494.0, 129.0)
(-440.0, 324.0)
(-493.0, 99.0)
(-406.0, 326.0)
(-484.0, 76.0)
(-375.0, 320.0)
(-467.0, 62.0)
(-345.0, 307.0)
(-467.0, 62.0)
(-316.0, 288.0)
(-441.0, 51.0)
(-289.0, 265.0)
(-409.0, 41.0)
(-276.0, 231.0)
(-377.0, 35.0)
(-277.0, 206.0)
(-346.0, 33.0)
(-286.0, 177.0)
(-323.0, 30.0)
(-302.0, 156.0)
(-294.0, 32.0)
(-333.0, 138.0)
(-266.0, 42.0)
(-359.0, 133.0)
(-244.0, 62.0)
(-384.0, 131.0)
(-226.0, 82.0)
(-344.0, 126.0)
(-213.0, 102.0)
(-319.0, 127.0)
(-184.0, 113.0)
(-297.0, 148.0)
(-152.0, 108.0)
(-274.0, 172.0)
(-119.0, 102.0)
(-253.0, 190.0)
(-88.0, 99.0)
(-225.0, 200.0)
(-63.0, 98.0)
(-184.0, 207.0)
(-33.0, 101.0)
(-143.0, 205.0)
(-33.0, 101.0)
(-108.0, 197.0)
(-5.0, 109.0)
(-74.0, 194.0)
(24.0, 120.0)
(-38.0, 200.0)
(53.0, 132.0)
(-5.0, 223.0)
(81.0, 144.0)
(24.0, 249.0)
(112.0, 160.0)
(57.0, 270.0)
(135.0, 177.0)
(94.0, 296.0)
(157.0, 192.0)
(128.0, 321.0)
(180.0, 208.0)
(166.0, 343.0)
(204.0, 221.0)
(211.0, 357.0)
(227.0, 236.0)
(246.0, 360.0)
(247.0, 205.0)
(276.0, 350.0)
(263.0, 187.0)
(296.0, 334.0)
(278.0, 171.0)
(320.0, 312.0)
(296.0, 160.0)
(333.0, 295.0)
(322.0, 158.0)
(347.0, 278.0)
(345.0, 155.0)
(377.0, 291.0)
(372.0, 160.0)
(407.0, 311.0)
(409.0, 170.0)
(434.0, 326.0)
(434.0, 184.0)
(464.0, 340.0)
(461.0, 199.0)
(498.0, 353.0)
(488.0, 211.0)
(537.0, 354.0)
(512.0, 222.0)
(561.0, 355.0)
(543.0, 234.0)
(600.0, 346.0)
(550.0, 217.0)
(626.0, 327.0)
(553.0, 199.0)
(648.0, 297.0)
(528.0, 196.0)
(660.0, 267.0)
(505.0, 190.0)
(668.0, 232.0)
(480.0, 181.0)
(669.0, 199.0)
(458.0, 162.0)
(671.0, 165.0)
(445.0, 134.0)
(659.0, 131.0)
(438.0, 107.0)
(639.0, 111.0)
(441.0, 82.0)
(614.0, 93.0)
(447.0, 59.0)
(575.0, 83.0)
(455.0, 35.0)
(604.0, 74.0)
(467.0, 14.0)
(633.0, 55.0)
(483.0, -1.0)
(654.0, 30.0)
(504.0, -15.0)
(660.0, -6.0)
(522.0, -23.0)
(664.0, -40.0)
(548.0, -34.0)
(662.0, -76.0)
(570.0, -47.0)
(656.0, -105.0)
(545.0, -40.0)
(634.0, -124.0)
(520.0, -36.0)
(609.0, -140.0)
(495.0, -41.0)
(582.0, -145.0)
(470.0, -54.0)
(553.0, -137.0)
(453.0, -72.0)
(560.0, -155.0)
(448.0, -100.0)
(566.0, -174.0)
(452.0, -127.0)
(588.0, -182.0)
(457.0, -149.0)
(613.0, -196.0)
(466.0, -170.0)
(626.0, -220.0)
(477.0, -195.0)
(634.0, -246.0)
(490.0, -218.0)
(638.0, -272.0)
(508.0, -240.0)
(632.0, -296.0)
(527.0, -252.0)
(622.0, -322.0)
(546.0, -264.0)
(609.0, -346.0)
(543.0, -275.0)
(592.0, -365.0)
(519.0, -275.0)
(562.0, -370.0)
(501.0, -250.0)
(531.0, -372.0)
(491.0, -225.0)
(495.0, -368.0)
(481.0, -204.0)
(463.0, -351.0)
(467.0, -176.0)
(439.0, -334.0)
(451.0, -153.0)
(422.0, -305.0)
(425.0, -145.0)
(410.0, -282.0)
(402.0, -143.0)
(405.0, -263.0)
